comuna,apruebo_p22,rechazo_p22,byn_p22,novoto_p22
TEODORO SCHMIDT,0.1951271336496919,0.6495502514342375,0.022876974289963877,0.13244564062610667
TIERRA AMARILLA,0.28530004027386224,0.5500604107933951,0.022956101490132903,0.14168344744260974
TILTIL,0.34404240005234576,0.5451809199764445,0.021723483609239022,0.08905319636197082
TIMAUKEL,0.08099173553719008,0.2644628099173554,0.0049586776859504135,0.6495867768595042
TIRUA,0.19190238491403216,0.6515806988352746,0.020632279534109815,0.13588463671658346
TOCOPILLA,0.31141598605120674,0.4630632284114894,0.021611452693401853,0.203909332843902
TOLTEN,0.17541186553661556,0.5886106085134749,0.0142843538710599,0.22169317207884964
TOME,0.28517625490704024,0.5770878584381165,0.01803399557619114,0.11970189107865213
TORRES DEL PAINE,0.23501362397820164,0.5272479564032697,0.0170299727520436,0.22070844686648503
TORTEL,0.29895104895104896,0.4125874125874126,0.019230769230769232,0.2692307692307692
TRAIGUEN,0.1757360959651036,0.6318429661941112,0.015485278080697927,0.17693565976008724
TREHUACO,0.19823568575233022,0.6877496671105193,0.012316910785619174,0.10169773635153129
TUCAPEL,0.2054652112571471,0.652929382936066,0.018638152520977204,0.12296725328580976
VALDIVIA,0.34941322579294753,0.4810222848610859,0.017540432301187504,0.15202405704477903
VALLENAR,0.3243515818552542,0.508408059459341,0.022669969963386025,0.1445703887220188
VALPARAISO,0.38459258949364794,0.38984994909983406,0.019638399643001576,0.20591906176351643
VICHUQUEN,0.2704901766223457,0.6074617979757888,0.015479261758285375,0.10656876364358008
VICTORIA,0.16126443168487992,0.6607396431437921,0.014817558807186515,0.16317836636414151
VICUNA,0.3067616837918462,0.556554524361949,0.022290354656943984,0.11439343718926086
VILCUN,0.18242142488178964,0.6404815830253904,0.02006595939126634,0.15703103270155364
VILLA ALEGRE,0.19091544374563243,0.6711390635918938,0.01928721174004193,0.11865828092243187
VILLA ALEMANA,0.36110737675008164,0.49497781789548484,0.02375693790931264,0.1201578674451209
VILLARRICA,0.24059482296137338,0.5520553916309013,0.019765960300429184,0.18758382510729613
VINA DEL MAR,0.3463702510825912,0.46434077318119776,0.019052949590366495,0.17023602614584457
VITACURA,0.11141678129298486,0.6921800220537246,0.009662714427001035,0.18674048222628942
YERBAS BUENAS,0.18025997196380783,0.7311074295909264,0.015993373263667645,0.07263922518159806
YUMBEL,0.2100799376096705,0.6499317605771106,0.018765841294599336,0.12122246051861961
YUNGAY,0.2527188607823109,0.6132908730397164,0.020669350477678303,0.11332091570029441
ZAPALLAR,0.3097157403478999,0.5949299957573186,0.015697921086126432,0.07965634280865506
